name,slug,description,price,stock,category_id,brand_id
"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",ptron-bullet-pro-36w-pd-quick-charger-3-port-fast-car-charger-adapter-compatible-with-all-smartphones-tablets-black,"PTron bullet pro is a 36w charging power car charger passed the rigorous test by USB compliance standard and it's fast and safe to provides you the best possible quick charging performance|Qualcomm quick charge 3.0 technology charges QC3.0 enabled smartphones up to 80 percent faster, up to 4X faster than standard chargers via USB C or micro USB cable (cables are not included)|You can charge 3 devices simultaneously, it features 2 USB ports, 1 type C port, and 36w device output which is more than enough to charge smartphones or tablets at the same time|With a built-in USB Type-C port with Power Delivery (PD), charge all USB-C compatible devices at full speed from this travel-ready car outlet adapter.|It's built-in smart IC chip, ensures complete protection for you and your devices, including over-heating, over-current, high-temperature protection and short-circuit protection|It is compact, lightweight, well build quality and can be easily carried in a pocket, purse or suitcase|Extensive compatibility with USB-C and USB-powered devices including phones, tablets, dash cams, etc",104700,80,1,2
boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),boat-bassheads-100-in-ear-wired-earphones-with-mictaffy-pink,"The perfect way to add some style and stand out from the crowd with the boAt BassHeads 100 ""Hawk"" inspired earphones|The stylish BassHeads 100 superior coated wired earphones are a definite fashion statement - wear your attitude with its wide variety of collection|The powerful 10mm dynamic driver with the speaker resistance of 16 ohm enables the earphone to deliver a punchy, rhythmic response to the most demanding tracks|Features a HD microphone to make crystal clear calls - making life easier on the go, play/pause music or answer/end calls with one-click, track forward with two-clicks or back with 3 clicks make these earphones extremely user-friendly|With 1.2 meters perfect length cable now plug it in anywhere with ease - while the earphones are extremely user-friendly and stylish, extruding premium coating on the wire cable is a manufacturing process that we've been performing and refining since our company's inception|Its impeccable fit won't let you take these wonderfully amazing earphones off, fits you perfectly without hurting your ears and the perfect arc, with different size ear tips helps you in achieving superior comfort even with long listening hours.|1 year warranty from the date of purchase",104700,84,1,4
"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",sandisk-ultra-microsdxc-uhs-i-card-128gb-140mbs-r-10-y-warranty-for-smartphones,Ideal storage for Android smartphones and tablets|Up to 140MB/s transfer speeds to move up to 1000 photos per minute|Load apps faster with A1-rated performance|Class 10 for Full HD video recording and playback|Compatible with SanDisk MobileMate USB 3.0 microSD card reader,287700,64,2,1
"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",samsung-galaxy-m04-light-green-4gb-ram-64gb-storage-upto-8gb-ram-with-ram-plus-mediatek-helio-p35-5000-mah-battery,"Powerful MediaTek Helio P35 Octa Core 2.3GHz with Android 12,One UI Core 4.1|13MP+2MP Dual camera setup- True 13MP (F2.2) main camera + 2MP (F2.4) | 5MP (F2.2) front came|16.55 centimeters (6.5-inch) LCD, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M color|5000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",2849700,66,5,3
"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",mi-10000mah-lithium-ion-lithium-polymer-power-bank-pocket-pro-with-225-watt-fast-charging-dual-input-portsmicro-usb-and-type-c-triple-output-ports-black,22.5W Ultra Fast Charging|Super light-weight and Pocket sized|Power delivery 3.0|Triple output port|Charging time - 6 hours,449700,63,2,3
"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",mi-10000mah-li-polymer-micro-usb-and-type-c-input-port-power-bank-3i-with-18w-fast-charging-midnight-black,Warranty : 6 months domestic warranty|Warranty : 6 months domestic warranty|It can be a gift option|Best-in class specs,344700,81,5,5
"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",elv-car-mount-adjustable-car-phone-holder-universal-long-arm-windshield-for-smartphones-black,"PRODUCT FEATURES : ELV Easy one touch mounting system locks and releases the device with just a push of a finger, Two step locking lever provides additional mounting support for multiple surfaces.|EASY ACCESS : Redesigned bottom foot ensures access to all your device ports.|SUPER POWER GRIP IN BOTTOM : Super sticky gel pad sticks securely to most surfaces (including textured surfaces),Yet is still removable.|360 DEGREE ROTATION : Fully adjuestable with 360 degree rotation for quick portrait and landscape views, TELESCOPIC ARM New telescopic arm adds 2 inches to allow for closer device viewing.",104700,67,2,4
Samsung 25W USB Travel Adapter for Cellular Phones - White,samsung-25w-usb-travel-adapter-for-cellular-phones-white,"Charging Cable Not Included. Compatible With All Standard Usb Type-C Cables Such As Usb-C To Usb-C, Usb-C To Lightning And Etc. For Optimum Results, Please Use With Authentic Samsung Cables Which Can Be Purchased Separately|Enjoy The Flexibility Enabled By Usb-C Compatible Cables. You Can Alternate The Types Of Cables To Charge A Variety Of Mobile Devices That You Own. Just Plug In A Cable ?? There'S No Need To Change The Adapter Plugged Into Your Wall Outlet|Enjoy The Flexibility Of The Usb Type-C; Super Fast Charging To Stay Ready|Give Your Mobile Devices The Powerful And Safe Charging Support They Deserve. This Wall Charger Provides Super Fast Charging With Usb-C Pd 3.0 Pps At Up To Max 25W For Capable Devices. So When You Do Run Low, It'S Not For Long|Included Components: Wall Charger, User Manual; Power Source Type: Corded Electric",365700,31,4,2
"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",noise-colorfit-pulse-grand-smart-watch-with-169429cm-hd-display-60-sports-modes-150-watch-faces-fast-charge-spo2-stress-sleep-heart-rate-monitoring-ip68-waterproof-jet-black,"1.69"" grand display: Get the rich immersive viewing experience on the 1.69"" LCD display.;60 sports modes: Take your pick from a wide range of 60 sports modes. Charging Time 2.5 hours|Instant charge: Now enjoy more than a day’s worth/25 hours of battery in just 15 minutes of charge. Battery Capacity: 260 mAh;150+ cloud-based & customisable watch faces: Choose from 150+ cloud-based and customisable watch faces and change your look to suit your outfit.|Noise Health suite: Get valuable insights about your health from Noise Health Suite featuring 24*7 heart rate, stress, blood oxygen, sleep monitor and menstrual cycle tracking.;Quick-replies to texts and calls: Stay in touch with the world with quick replies available for Android.|IP68 waterproof: Live your life the way you want to, thanks to the IP68 waterproof rating.; 7-day battery: Charge your watch once and go about your week without a hitch.|Connectivity Technology: Usb; Compatible Devices: Smartphone; Included Components: ‎Smartwatch, Magnetic Charger, User Manual, Warranty Card; Item Type Name: Smartwatch",479700,30,4,3
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",fire-boltt-ninja-3-smartwatch-full-touch-169-60-sports-modes-with-ip68-sp02-tracking-over-100-cloud-based-watch-faces-black,"Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【1.69” HD Large Touch Screen】- Fire-Boltt Ninja 3 comes with a 1.69” HD Full Touch Display for smooth swipes and clear vision;【SPO2/ Oxygen, Heart Rate】 - Fire-Boltt Ninja 3 Smartwatch comes with real time 24*7 SPO2 / Blood Oxygen tracking, Dynamic Heart Rate Monitoring (If a patient is suffering from Covid 19 please use a medical device prescribed by the Doctor)|【60 workout modes】- This smartwatch consists of 60 sports mode to track. Keep a track of all your activities and compare history to analyse your performance. Count steps, distance, and calories burned.;【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too|【POWERFUL BATTERY】 - About 7 days battery life and a Standby Time of 25 Days 【Multiple Watch Faces】- Unlimited Customized Built in Watch Faces and also multiple watch faces through the app;【Stay Social Stay Updated】 – Inbuilt Social Media Notifications.|【All In One Smart Coach】 - Track your Daily Steps, Sleep, Fitness, Sports, Heart Rate and SPO2 【Enjoy Music And Camera Control】 【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too;Clasp type: Tang Buckle; water_resistance_level: water_resistant. System requirements: Compatible with android 4.4 or above, iOS 8.0 or above, Bluetooth version 5.1 or above.|Case Material Type: Plastic; Connectivity Technology: Bluetooth; Compatible Devices: Smartphonetablet; Band Material Type: Silicone; Color Name: Black; Human Interface Input: Touch Screenbuttons; Item Type Name: Smart Watch; Included Components: 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card; Band Color: Black",449700,36,1,3
"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",samsung-galaxy-m33-5g-mystique-green-8gb-128gb-storage-6000mah-battery-upto-16gb-ram-with-ram-plus-travel-adapter-to-be-purchased-separately,"Exynos 1280 Octa Core 2.4GHz 5nm Processor with the 12 band support for a True 5G experience|16.72 centimeters (6.6-inch) LCD Display, FHD+ resolution, 1080x2400 pixels protected by Gorilla Glass 5|Versatile Quad camera setup-50MP (F1.8)+ 5MP (F2.2/UW- 123 FOV) + 2MP (F2.4/Depth) + 2MP (F2.4/Macro) QuadCamera| 8MP (F1.8) Front Camera|Massive 6000 mAh Battery | Memory, Storage & SIM: 8GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + SIM 2+ Micro SD|Latest Android v12.0, One UI 4 operating system.|Intelligent Voice Focus | Power Cool Technology | Auto Data Switching|Connector type: 3.5mm jack",5549700,100,2,3
"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",sandisk-ultra-microsd-uhs-i-card-32gb-120mbs-r,"Ideal for Android smartphones and tablets, and MIL cameras|Up to 1TB to store even more hours of Full HD video|Up to 120MB/s transfer speeds let you move up to 1000 photos in a minute [32GB-1TB]|Load apps faster with A1-rated performance, Operating Temperature-13°F to 185°F|Class 10 for Full HD video recording and playback",110700,24,3,2
"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",samsung-galaxy-m13-aqua-green-6gb-128gb-storage-6000mah-battery-upto-12gb-ram-with-ram-plus,"6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase|Upto 12GB RAM with RAM Plus | 128GB internal memory expandable up to 1TB| Dual Sim (Nano)|50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam|Android 12,One UI Core 4 with a powerful Octa Core Processor|16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color",3899700,46,4,1
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",fire-boltt-ninja-call-pro-plus-183-smart-watch-with-bluetooth-calling-ai-voice-assistance-100-sports-modes-ip67-rating-240280-pixel-high-resolution,"Fire-Boltt is India' No 1 Wearable Watch Brand Q122 by IDC Worldwide quarterly wearable device tracker Q122.【Bluetooth Calling Watch】- Fire-Boltt Ninja Call Pro Plus Smart Watch enables you to make and receive calls directly from your watch via the built-in speaker and microphone. This smartwatch features a dial pad, option to access recent calls & sync your phone’s contacts.|【1.83"" HD Display Smartwatch】- The 46.48mm (1.83-inch) HD display makes the display clear and true-to-life, with vivid colours ensuring smooth readability and keeping the watch as exquisite to look at as when you first lay your eyes on it.|【AI Voice Assistant】- With built-in Voice assistant, you can simply speak to the smartwatch & get things done on your command|【100 Sport Modes】- Track every trek you take or every football, cricket kabaddi match you play. With over 100 sports modes Fire-Boltt Ninja Call Pro Plus has you covered.|【Fire-Boltt Health Suite】- With advanced technology and HRS chipset the smartwatch can give out near to accurate SpO2, Heart Rate readings. This mini health device tracks your sleep to ensure glowing and fresh look each day",539700,45,3,1
"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",fire-boltt-indias-no-1-smartwatch-brand-talk-2-bluetooth-calling-smartwatch-with-dual-button-hands-on-voice-assistance-60-sports-modes-in-built-mic-speaker-with-ip68-rating,"【Bluetooth Calling Watch】- Fire-Boltt Talk 2 enables you to make and receive calls directly from your watch via the built-in speaker and microphone. This smartwatch features a dial pad, option to access recent calls & sync your phone’s contacts.;【Dual Button Technology】- This smartwatch has dual buttons to carry out the tasks more efficiently and easily. Use the first button to change the menu style and to return to the first page, use the second button to quickly land to the exercise page|【Voice Assistant】- Command your mobile phone with your smartwatch, the watch has a voice assistant built in to make work easy and fast. Tap on the AI feature to activate the mobile phone voice assistant and make calls smoothly, or hear the weather update;【60 Sports Modes】- Track 60 different sports mode like running, walking, climbing, kabbadi, cricket and many more, get the benefit of every sweat and calorie lost【IP68 Water Resistant】- This smartwatch can withstand dust, spills, raindrops and is sweatproof too.|【Built In Mic & Speaker】- Enjoy listening to your favour ite tunes on the watch and experience HD Calling through the built in Mic;【1.28 inch HD Display】- This smartwatch has a 1.28” TFT LCD Full Touch Display with a 2D High Hardness Glass for super protection and a high resolution of 240*240 pixels 【Full Metal Body】- This watch is long lasting and durable with its metal body feature|【SPo2 Monitoring】- Monitor your blood oxygen levels any time anywhere. 【360 Health Ecosystem】- With this watch track your heart rate, calorie, step count and multiple sports modes with easy touch;【Play Games On Your Wrist】- Play 2 mini games in your pastime or leisure time.; 【Smart Notification】- Get all your mobile phone notifications on the watch and stay updates about trends, meeting emails and much more. 【Remotely access smartphone features】- Click pictures, change music tracks on the watch with a single touch.;Clasp type: Tang Buckle; nanwater_resistant. System requirements: Compatible with android 4.4 or above, iOS 8.0 or above, Bluetooth version 5.0 and above.|Compatible Devices: Smartphonetablet; Band Material Type: Silicone; Human Interface Input: Buttonstouch Screenmicrophone; Band Color: Black; Color Name: Black; Included Components: 1u Smartwatch, 1u Charging Cable, 1u Manual; Item Type Name: Smart Watch",659700,67,2,1
